,tweet_id,created_date,username,location,retweeted_username,content_type,mentioned_users,text,positive_sent_score,negative_sent_score,compound_sent_score
11146,1495417621293973510,Sun Feb 20 15:18:39 +0000 2022,Green Power Gadfly,Budapest,Green Power Gadfly,Tweet (self-loop),[],"Battery storage will not save renewable energy. A kilo size lithium ion battery holds only 275 watt hours. And scalable the technology is not. #ActNowClimate #renewableenergy 

https://t.co/M6MP9tBsOh",0.0,15.1,15.1
11157,1495416161923739648,Sun Feb 20 15:12:51 +0000 2022,energyreferral.xyz,,zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: VW CEO Herbert Diess Reckons Tesla's Elon Musk Is Wrong On Lidar https://t.co/TfbHOsHaj9 #ElectricVehicles #Tesla #EV #Renew…,0.0,14.7,14.7
11165,1495415943467573250,Sun Feb 20 15:11:59 +0000 2022,John Snowmountainer,,zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: VW CEO Herbert Diess Reckons Tesla's Elon Musk Is Wrong On Lidar https://t.co/TfbHOsHaj9 #ElectricVehicles #Tesla #EV #Renew…,0.0,14.7,14.7
11170,1495414333328797700,Sun Feb 20 15:05:35 +0000 2022,JFSebastian146,,zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: VW CEO Herbert Diess Reckons Tesla's Elon Musk Is Wrong On Lidar https://t.co/TfbHOsHaj9 #ElectricVehicles #Tesla #EV #Renew…,0.0,14.7,14.7
11178,1495413577309691912,Sun Feb 20 15:02:34 +0000 2022,Melbourne angel,"Kampala, Uganda",zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: VW CEO Herbert Diess Reckons Tesla's Elon Musk Is Wrong On Lidar https://t.co/TfbHOsHaj9 #ElectricVehicles #Tesla #EV #Renew…,0.0,14.7,14.7
11186,1495412125157761025,Sun Feb 20 14:56:48 +0000 2022,zxcxz,,zxcxz,Tweet (self-loop),[],VW CEO Herbert Diess Reckons Tesla's Elon Musk Is Wrong On Lidar https://t.co/TfbHOsHaj9 #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,0.0,14.7,14.7
11205,1495402423481167876,Sun Feb 20 14:18:15 +0000 2022,Nilofar Haja (she/her),"Bombay, Delhi & Bangalore",Georgia Savvidou (She/her),RT,['Georgia Savvidou (She/her)'],RT @geo_savvidou: “The only obstacle here isn't technological at this point; it's political. We just need policies that speed up this trans…,0.0,10.6,10.6
11214,1495401087318339594,Sun Feb 20 14:12:57 +0000 2022,energyreferral.xyz,,zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: Tesla Model Y Hydroplaning Crash: Do You Believe In Miracles? https://t.co/IOJnXwv5Wf #ElectricVehicles #Tesla #EV #Renewabl…,0.0,14.4,14.4
11221,1495400894409678853,Sun Feb 20 14:12:11 +0000 2022,Bob Sacamano,"Ekerö, Sverige",Tina Casey,RT,['Tina Casey'],"RT @TinaMCasey: 2 days, 20% fuel cut, what's not to like?

#sailing #ship #shipping #maritime #supplychainmanagement #decarbonization #wind…",0.0,20.8,20.8
11222,1495400881960988675,Sun Feb 20 14:12:08 +0000 2022,John Snowmountainer,,zxcxz,RT,['zxcxz'],RT @Zxcxz_xyz: Tesla Model Y Hydroplaning Crash: Do You Believe In Miracles? https://t.co/IOJnXwv5Wf #ElectricVehicles #Tesla #EV #Renewabl…,0.0,14.4,14.4
11234,1495395665102397441,Sun Feb 20 13:51:24 +0000 2022,zxcxz,,zxcxz,Tweet (self-loop),[],Tesla Model Y Hydroplaning Crash: Do You Believe In Miracles? https://t.co/IOJnXwv5Wf #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,0.0,14.4,14.4
11237,1495394386200432656,Sun Feb 20 13:46:19 +0000 2022,MDoLittles,,MDoLittles,Tweet (self-loop),"['💧 Janine Climate #UprootTheSystem', 'Paul Dawson 🚢📚']","@JanineClimate @PaulEDawson Current situation is, indeed, grim.

Huge amounts are wasted yearly in #FossilFuels subsidies with very little left for investing in #renewableenergy https://t.co/lUq7shkHNW",7.6,22.8,22.8
11238,1495392533714591746,Sun Feb 20 13:38:57 +0000 2022,Anna - Renewable energy recovery🌏🌞🌿🐨🐝🦇🦐🐟🦈,,Anna - Renewable energy recovery🌏🌞🌿🐨🐝🦇🦐🐟🦈,Tweet (self-loop),"['William Johnson', 'Wayne Allan', 'Scottish Scientist', 'Rod Hummel', 'freddie', 'Martin Brampton', 'ManicBeancounter', 'Arthur Dent', 'Dick Mackintosh🌹#IStandWithJeremyCorbyn', 'Bestevel ♻️🌍🤗💚#GTTO', 'Mark Potochnik', '🇺🇸🇰🇭🇮🇱Oy Vey - Free Canay-dia 🇨🇦', 'Sniem', 'Robert Ingersol', 'DonKeiller', 'cjtjgeol', 'Louis Cypher', 'Mike', 'StormSignal', 'Gerald Kutney - a friend of #ClimateBrawl 🌎🌍🌏', 'mick', 'Barry Carter', 'J Dubb', 'Jill', 'Off-Grid Tech', '🇳🇱buffruben', 'Andrew Longhurst', 'Dick Zinno', 'Voice Of Insane', '𝔻𝕒𝕨𝕟𝕋𝕁𝟡𝟘™ 🇵🇭💖🇨🇦 Climate of Dawn', 'Bob ANDERSON', 'Paul Lindsey', 'Textranquilo', 'WinWithScience', 'Tcaddy', 'Douglas Ritz🧐', 'Septimus Trelaw', 'Ian DJ brown', '𝐌𝐚𝐫𝐢𝐨𝐧 𝐌𝐚𝐫𝐭𝐢𝐧', 'cyril widdershoven', 'David Anstee', 'Paul', 'What the Hell❓ 🔥🔥🔥', 'Dr D Murray', 'Jack Eddyfier', '💧🌿🏝Ross McPherson🐳🐟🐬', 'ian brown', 'James Bolivar DiGriz', 'Old Man', 'Moonrakinski']","@johnson_wrjohn1 @WayneAllanH @Scot_Scientist @Royalacresrod @freddie07068768 @MartinBrampton @ManicBeancount @RealArthurDent @DickMackintosh @BrknMan @markp1950 @OyVeyIzhMir @SniemN @IngersolRobert @KeillerDon @cjtjgeol @LouisCy72344053 @mike_maric @StormSignalSA @GeraldKutney @IcnirpMick @Barrtecforever @weberj502 @JsharkJill @OffGridTech_net @buffruben @footofwrath @dick_zinno @insane_voice @DawnTJ90 @BobANDE42235496 @plindseyusa @textranquilo @WinWithScience @Tcaddy5 @douglasritz @cydney0071 @IanDJbrown2 @MarionMartin199 @riskparty63 @EDavidAn @Paul204731131 @drolkrad_ehT @DrDMurray1 @swcrisis @chimera414 @ianbrow97534170 @JimTheSSR @OldGrump9 @moonrakin Decline of nuclear to continue.
'Despite the abundance of evidence that nuclear power is hopelessly uncompetitive compared to renewables, the nuclear industry &amp; some of its supporters continue to claim otherwise' - RenewEconomy
#RenewableEnergy
https://t.co/u5hURQuFA1",3.3,3.6,3.6
11245,1495389867618054145,Sun Feb 20 13:28:22 +0000 2022,Susi Batstone💙,"Devon, UK",Tina Casey,RT,['Tina Casey'],"RT @TinaMCasey: 2 days, 20% fuel cut, what's not to like?

#sailing #ship #shipping #maritime #supplychainmanagement #decarbonization #wind…",0.0,20.8,20.8
11252,1495387697464201217,Sun Feb 20 13:19:44 +0000 2022,Tina Casey,,Tina Casey,Tweet (self-loop),[],"2 days, 20% fuel cut, what's not to like?

#sailing #ship #shipping #maritime #supplychainmanagement #decarbonization #windpower #wind #CleanEnergy #renewableenergy #Renewables #renewable #GreenEnergy #GoGreen #boat #Airbus #ClimateActionNow #energy 

https://t.co/xjsIGhJ0jI",6.7,13.4,13.4
11389,1495341455631548417,Sun Feb 20 10:15:59 +0000 2022,Andreas Iliou,Munich,Andreas Iliou,Tweet (self-loop),[],"The problem with IV measurements on the Field is (Sadly annoying) but the only way of checking underperformance.....

Expertise is needed and All measurements needs to be seen with a grain of salt.....

#solarpower #solarpv #solar #renewableenergy #solare…https://t.co/tmXUFBWbIo",0.0,13.8,13.8
11396,1495340698463350785,Sun Feb 20 10:12:59 +0000 2022,energyreferral.xyz,,Sustainability,RT,['Sustainability'],"RT @Sus_MDPI: #SUSHighCite

Green Brand of Companies and Greenwashing under Sustainable Development Goals

by Tetyana Pimonenko, et al.,…",0.0,7.6,7.6
11403,1495340455063658500,Sun Feb 20 10:12:01 +0000 2022,John Snowmountainer,,Sustainability,RT,['Sustainability'],"RT @Sus_MDPI: #SUSHighCite

Green Brand of Companies and Greenwashing under Sustainable Development Goals

by Tetyana Pimonenko, et al.,…",0.0,7.6,7.6
11411,1495337607060127746,Sun Feb 20 10:00:42 +0000 2022,Kym Brown,,George Tsakraklides,RT,['George Tsakraklides'],"RT @99blackbaloons: “To manufacture something “clean”, you have to pollute something else.  The problem is not being dirty or clean, the pr…",17.5,20.6,20.6
11412,1495337439698763778,Sun Feb 20 10:00:02 +0000 2022,Sustainability,"Basel City, Switzerland",Sustainability,Tweet (self-loop),[],"#SUSHighCite

Green Brand of Companies and Greenwashing under Sustainable Development Goals

by Tetyana Pimonenko, et al., 

https://t.co/lyqtzSV96i

#sustainability #SDG #brand #RenewableEnergy https://t.co/GMb3vDZ48Y",0.0,6.2,6.2
11419,1495332979840802817,Sun Feb 20 09:42:18 +0000 2022,antonelladigiac13,,CESI SpA,RT,['CESI SpA'],"RT @cesispa: Did you know #UN Secretary-General Gutierres stressed the need to triple #renewableenergy capacity by 2030, phase out #coal by…",0.0,10.7,10.7
11440,1495328157817503746,Sun Feb 20 09:23:09 +0000 2022,Matthew Cummins,Ireland,George Tsakraklides,RT,['George Tsakraklides'],"RT @99blackbaloons: “To manufacture something “clean”, you have to pollute something else.  The problem is not being dirty or clean, the pr…",17.5,20.6,20.6
11482,1495315939390230530,Sun Feb 20 08:34:36 +0000 2022,Andreas Iliou,Munich,Andreas Iliou,Tweet (self-loop),[],"5 inverters out already, another 5 in various producing stages according to soiling

100% dead after 1 month prior installation.

One of the worst encounters of mine in more than 25 years......

#solarpower #solarpv #solar #renewableenergy #solarenergy #e…https://t.co/wpicrE7jJE",0.0,18.9,18.9
11511,1495308647370563589,Sun Feb 20 08:05:37 +0000 2022,CPRW Meirionnydd,Meirionnydd,CPRW Meirionnydd,Tweet (self-loop),[],"The place for wind power is off-shore, now more than ever. The Welsh landscape is full!
#RenewableEnergy
Living in the shadow of a wind farm: The people surrounded by turbines which promised to lower bills, now terrified they could fall like trees - Wales https://t.co/blCQIcImiu",9.5,12.4,12.4
11512,1495308645944512512,Sun Feb 20 08:05:37 +0000 2022,David Medcalf,North Wales,David Medcalf,Tweet (self-loop),[],"The place for wind power is off-shore, now more than ever. The Welsh landscape is full!
#RenewableEnergy
Living in the shadow of a wind farm: The people surrounded by turbines which promised to lower bills, now terrified they could fall like trees - Wales https://t.co/WgT8lJL0gm",9.5,12.4,12.4
11550,1495293464736526338,Sun Feb 20 07:05:17 +0000 2022,Dr Srijana Mitra Das,Delhi-Mumbai-Cambridge,Shubham Mukherjee,RT,['Shubham Mukherjee'],"RT @Shubhm: Besides displacing people, causing severe health issues and multiple deaths, #climate shocks are now also driving #Mentalhealth…",0.0,23.4,23.4
11573,1495287368336781318,Sun Feb 20 06:41:04 +0000 2022,GENCOR POWER™,BAHRAIN,GENCOR POWER™,Tweet (self-loop),['The Wall Street Journal'],"What’s blocking the shift to clean energy and a carbon-free future? Environmental regulations from the past, argues Ted Nordhaus. https://t.co/Ctvwxr4JNW via @WSJ #GencorPower #RenewableEnergy  #SustainableEnergy #CleanEnergy #Electricity #PowerGen",14.1,15.3,15.3
11575,1495287191802716161,Sun Feb 20 06:40:22 +0000 2022,Techno Peasant #FBPE 〓〓,cornwall uk,George Tsakraklides,RT,['George Tsakraklides'],"RT @99blackbaloons: “To manufacture something “clean”, you have to pollute something else.  The problem is not being dirty or clean, the pr…",17.5,20.6,20.6
11577,1495285698995589122,Sun Feb 20 06:34:26 +0000 2022,Vivek Sengupta,"Gurgaon, Haryana. India",Shubham Mukherjee,RT,['Shubham Mukherjee'],"RT @Shubhm: Besides displacing people, causing severe health issues and multiple deaths, #climate shocks are now also driving #Mentalhealth…",0.0,23.4,23.4
11578,1495285566455402498,Sun Feb 20 06:33:54 +0000 2022,Megan Ottens-Sargent,US East Coast,Megan Ottens-Sargent,Tweet (self-loop),[],"#RenewableEnergy costs a lot. “Shortages typically lead to higher prices…As a result, the cost of solar panels, wind turbines, and EV batteries started climbing—a development that virtually no renewable energy forecaster had anticipated.”It’s not just supply chains. Read this⤵️ https://t.co/WXHMXIHO83",0.0,8.7,8.7
11581,1495284955903332359,Sun Feb 20 06:31:29 +0000 2022,Tinfoilhatter,,Sally Forsstrom,RT,['Sally Forsstrom'],"RT @MalurusSally: No more #gas fields, n more #CSG  the #NarrabriGasProject is an answer waiting for a question opposed by communities acro…",0.0,9.5,9.5
11582,1495284542533300226,Sun Feb 20 06:29:50 +0000 2022,Shubham Mukherjee,Mumbai/New Delhi,Shubham Mukherjee,Tweet (self-loop),['Dr Srijana Mitra Das'],"Besides displacing people, causing severe health issues and multiple deaths, #climate shocks are now also driving #Mentalhealth problems. Besides opting for #RenewableEnergy, choices like adopting a #plantbased diet is key to saving the #environment. Great read @srijanapiya17 https://t.co/PUHtqovXS5",13.9,16.6,16.6
11604,1495272346008965120,Sun Feb 20 05:41:22 +0000 2022,David Unger,"Kelowna, B.C.",George Tsakraklides,RT,['George Tsakraklides'],"RT @99blackbaloons: “To manufacture something “clean”, you have to pollute something else.  The problem is not being dirty or clean, the pr…",17.5,20.6,20.6
11661,1495251010465320963,Sun Feb 20 04:16:35 +0000 2022,Anna - Renewable energy recovery🌏🌞🌿🐨🐝🦇🦐🐟🦈,,Anna - Renewable energy recovery🌏🌞🌿🐨🐝🦇🦐🐟🦈,Tweet (self-loop),['Angus Taylor MP'],"@AngusTaylorMP Under LNP policies, household electricity bills would be increased to cover a capacity payment, primarily to keep polluting coal fired power stations going.
#ClimateEmergency #RenewableEnergy
#JustTransition https://t.co/HvkgpXfREL",6.6,11.4,11.4
11662,1495250794014248960,Sun Feb 20 04:15:44 +0000 2022,Brendan Fernandez,"Perth, Western Australia",Brendan Fernandez,Tweet (self-loop),[],"Australia's largest coal plant will close 7 years early – but there's still no national plan for coal's inevitable demise - The Conversation Australia &amp; New Zealand

 #energy #mining #australia #energyresourcingaustralia #renewableenergy #TheAusRecruiter https://t.co/afLytlrdPs https://t.co/B2xAFHDLkY",6.9,7.3,7.3
11683,1495243202772848640,Sun Feb 20 03:45:34 +0000 2022,Pune News & Retweets,"Pune, Maharashtra, India",Pune Int Centre,RT,['Pune Int Centre'],"RT @PuneIntCentre: ""Reducing the demand for energy is the key. The waste generation should reduce. Network for small micro-grids is the Fut…",8.3,16.9,16.9
11697,1495234989679599617,Sun Feb 20 03:12:56 +0000 2022,energyreferral.xyz,,Jessica Osborne,RT,['Jessica Osborne'],RT @Jess4Realestate: If we push hard on going electric we could reach 100% renewable energy worldwide by 2035 at worst 2042. Most under pub…,11.1,19.2,19.2
11703,1495234775677902850,Sun Feb 20 03:12:05 +0000 2022,John Snowmountainer,,Jessica Osborne,RT,['Jessica Osborne'],RT @Jess4Realestate: If we push hard on going electric we could reach 100% renewable energy worldwide by 2035 at worst 2042. Most under pub…,11.1,19.2,19.2
11705,1495234753355735044,Sun Feb 20 03:11:59 +0000 2022,Meredith Cornett,"Minnesota, USA",TNC Climate,RT,['TNC Climate'],"RT @Nature_Climate: Did you know that there are 120,000 square miles available for #cleanenergy in the central U.S. that avoid conflicts wi…",0.0,19.4,19.4
11751,1495204842230501381,Sun Feb 20 01:13:08 +0000 2022,energyreferral.xyz,,RenewableEnergyWorld,RT,['RenewableEnergyWorld'],RT @REWorld: Sunpower will replace faulty connectors on C&amp;I solar arrays. Read it now on #REW! #renewableenergy Full article here ➡️ https:…,0.0,10.5,10.5
11756,1495204661082603523,Sun Feb 20 01:12:25 +0000 2022,John Snowmountainer,,RenewableEnergyWorld,RT,['RenewableEnergyWorld'],RT @REWorld: Sunpower will replace faulty connectors on C&amp;I solar arrays. Read it now on #REW! #renewableenergy Full article here ➡️ https:…,0.0,10.5,10.5
11761,1495202156160458754,Sun Feb 20 01:02:28 +0000 2022,RenewableEnergyWorld,"Nashua, NH",RenewableEnergyWorld,Tweet (self-loop),[],Sunpower will replace faulty connectors on C&amp;I solar arrays. Read it now on #REW! #renewableenergy Full article here ➡️ https://t.co/PqDiyQCXIt,0.0,11.5,11.5
11771,1495191445006958608,Sun Feb 20 00:19:54 +0000 2022,billy bob,"Texas, USA",billy bob,RT,"['billy bob', 'Bulb']","RT @Billybob_TX: 100% #renewableenergy from #Texas #windmills
@BulbUSA #nocontract, no gimmicks. Pays $100 of switch fees. https://t.co/MNR…",0.0,12.1,12.1
11777,1495189690475032579,Sun Feb 20 00:12:56 +0000 2022,energyreferral.xyz,,Dave Climatenborough,RT,['Dave Climatenborough'],"RT @climatenborough: Renewables are often weather dependent and therefore inconsistent, a problem when you're trying to build energy infras…",9.6,12.4,12.4
11785,1495189475818971146,Sun Feb 20 00:12:04 +0000 2022,John Snowmountainer,,Dave Climatenborough,RT,['Dave Climatenborough'],"RT @climatenborough: Renewables are often weather dependent and therefore inconsistent, a problem when you're trying to build energy infras…",9.6,12.4,12.4
11789,1495184736565690371,Sat Feb 19 23:53:15 +0000 2022,Cynthia,Melbourne Australia,𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎,RT,['𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎'],"RT @natecochrane: “The gap is a risk to price!” Screams #WellDoneAngus. 

Not to anyone with solar and batteries. They should see their yie…",0.0,17.9,17.9
11799,1495180087804796931,Sat Feb 19 23:34:46 +0000 2022,Hitech Guru,"Toronto, Canada",Hitech Guru,Tweet (self-loop),[],That #cozy #woodfire could carry a #hidden #healthimpact https://t.co/HCbBUvhXwh?  #Environment #Pollution #RenewableEnergy #Green #CleanTech #Greenenergy #Greentech #Renewable #cleanenergy #CleanAir #Healthrisk #Health #CancerResearch #Cancer #wood #woodstove,0.0,15.5,15.5
11849,1495167916651601926,Sat Feb 19 22:46:24 +0000 2022,💧DeborahAnnG 🐨 AZ 💉💉 Pfizer 💉,"New South Wales, Australia",𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎,RT,['𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎'],"RT @natecochrane: “The gap is a risk to price!” Screams #WellDoneAngus. 

Not to anyone with solar and batteries. They should see their yie…",0.0,17.9,17.9
11853,1495167526573318145,Sat Feb 19 22:44:51 +0000 2022,Countess FrightBat ~ “The Evil One” ~ Нечистый,"Hell,Hades,Mictlan,Tartarus",𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎,RT,['𝙽𝚊𝚝𝚎 𝙲𝚘𝚌𝚑𝚛𝚊𝚗𝚎'],"RT @natecochrane: “The gap is a risk to price!” Screams #WellDoneAngus. 

Not to anyone with solar and batteries. They should see their yie…",0.0,17.9,17.9
11862,1495164834526240777,Sat Feb 19 22:34:10 +0000 2022,JFSebastian146,,Andreas Iliou,RT,['Andreas Iliou'],"RT @andreasiliou: Another ""risky"" encounter.....

#solarpower #solarpv #solar #renewableenergy #solarenergy #engineering #electrical #energ…",0.0,13.0,13.0
